building_id,geo_level_1_id,geo_level_2_id,geo_level_3_id,count_floors_pre_eq,age,area,height,land_surface_condition,foundation_type,roof_type,ground_floor_type,other_floor_type,position,plan_configuration,has_superstructure_adobe_mud,has_superstructure_mud_mortar_stone,has_superstructure_stone_flag,has_superstructure_cement_mortar_stone,has_superstructure_mud_mortar_brick,has_superstructure_cement_mortar_brick,has_superstructure_timber,has_superstructure_bamboo,has_superstructure_rc_non_engineered,has_superstructure_rc_engineered,has_superstructure_other,legal_ownership_status,count_families,has_secondary_use,has_secondary_use_agriculture,has_secondary_use_hotel,has_secondary_use_rental,has_secondary_use_institution,has_secondary_use_school,has_secondary_use_industry,has_secondary_use_health_post,has_secondary_use_gov_office,has_secondary_use_use_police,has_secondary_use_other,damage_grade
16051,22,917,8258,2,20,79,5,d502,337f,7.00E+76,b1b4,9eb0,3356,a779,1,1,1,0,0,0,1,1,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
18925,21,128,4403,2,10,34,4,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
409,0,217,2964,3,50,35,6,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,1,1,0,0,0,0,0,0,0,0,0,2
13530,0,457,3793,2,15,39,7,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
10206,2,22,480,3,10,28,8,d502,337f,e0e2,b440,9eb0,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
18347,3,265,220,3,80,39,6,d502,337f,7.00E+76,b1b4,9eb0,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
15616,1,23,283,2,15,14,4,2f15,858b,7.00E+76,b440,9eb0,3356,a779,0,0,0,0,0,0,1,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,1
473,0,51,532,2,15,39,4,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
19430,0,137,2589,2,30,29,4,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,0,1,1,0,0,0,0,0,0,0,0,0,2
8237,26,623,4366,3,35,35,6,2f15,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
13064,7,596,6203,1,25,28,1,d502,337f,7.00E+76,b1b4,441a,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
7001,3,194,935,2,5,30,4,808e,337f,7.00E+76,b1b4,9eb0,3356,a779,1,1,0,0,1,0,1,0,0,0,0,c8e1,0,0,0,0,0,0,0,0,0,0,0,0,3
337,0,601,8217,2,30,36,5,808e,337f,7.00E+76,b1b4,9eb0,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
19578,0,520,3038,2,10,40,5,808e,337f,7.00E+76,b1b4,f962,bfba,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
8925,5,119,601,3,20,93,7,d502,337f,7.00E+76,b440,f962,bfba,84cf,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
11868,0,203,488,3,40,60,9,808e,337f,7.00E+76,b1b4,f962,bfba,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
15065,3,126,2818,2,0,45,6,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
9145,2,255,1940,2,0,32,5,808e,337f,7.00E+76,b1b4,9eb0,bfba,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
15691,10,276,1658,2,5,30,3,d502,337f,7.00E+76,b1b4,9eb0,3356,a779,0,1,0,0,0,0,1,1,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,1
14111,10,724,6771,2,35,53,3,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,1
895,2,174,1903,3,35,27,5,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
7852,12,13,156,3,5,112,9,d502,6c3e,7.00E+76,b1b4,f962,bfba,a779,0,0,0,0,0,1,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
13318,5,370,5334,3,5,26,6,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
9244,6,1,7,1,0,70,3,d502,6c3e,7.00E+76,467b,441a,3356,8e3f,0,0,0,0,0,1,1,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
16027,9,9,139,3,20,27,5,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
463,16,97,1005,2,45,28,5,d502,337f,7.00E+76,b440,f962,bfba,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
10024,1,409,3598,1,5,18,1,808e,337f,7.00E+76,b1b4,441a,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
11951,0,203,3086,2,15,48,6,2f15,337f,e0e2,b1b4,9eb0,bfba,a779,1,1,0,0,0,0,1,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
8038,5,408,2115,3,20,31,6,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
17325,14,651,5249,2,10,34,5,808e,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
8169,2,59,1021,2,20,18,5,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
9240,0,39,1680,3,10,21,5,d502,337f,7.00E+76,b1b4,9eb0,bcab,a779,1,0,0,0,1,0,0,0,0,0,0,c8e1,0,1,1,0,0,0,0,0,0,0,0,0,2
13002,16,198,7919,2,15,42,5,d502,337f,7.00E+76,b1b4,9eb0,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
6289,4,182,1423,2,50,31,4,d502,337f,7.00E+76,b1b4,f962,bfba,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
15155,5,130,1592,2,30,41,5,808e,337f,7.00E+76,b1b4,f962,bfba,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
2597,0,7,663,3,90,31,6,d502,337f,7.00E+76,b1b4,9eb0,bcab,a779,1,0,0,0,1,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
7556,7,362,1766,2,30,28,4,d502,337f,7.00E+76,b1b4,f962,3356,a779,1,1,0,0,0,0,1,1,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
7224,0,34,309,2,20,35,5,808e,337f,7.00E+76,b1b4,f962,bfba,a779,1,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
8105,12,3,76,4,5,65,11,d502,467b,67f9,467b,67f9,bcab,a779,0,0,0,0,0,0,0,0,0,1,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,1
6552,4,627,5975,2,15,26,4,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
11558,12,12,177,4,25,31,10,d502,337f,7.00E+76,b1b4,9eb0,bfba,a779,1,0,0,0,1,0,0,0,0,0,0,c8e1,1,1,1,0,0,0,0,0,0,0,0,0,2
11874,12,13,296,3,50,72,7,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
3063,17,151,5038,1,10,32,3,d502,6c3e,7.00E+76,467b,441a,3356,a779,0,0,0,0,0,1,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
18692,8,199,1805,2,15,28,5,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
12875,13,95,611,2,15,63,5,2f15,337f,7.00E+76,b440,f962,3356,a779,0,1,0,1,0,1,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,1
7023,4,154,2488,2,10,31,3,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
9094,1,68,392,2,60,42,9,d502,337f,7.00E+76,b440,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
8317,6,650,7405,2,20,30,5,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
1762,11,21,965,4,40,56,7,d502,337f,7.00E+76,b1b4,f962,bcab,a779,0,0,0,0,1,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
17719,5,453,4845,3,25,26,5,808e,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
17537,6,98,1435,1,0,18,3,808e,858b,7.00E+76,b440,441a,3356,a779,0,1,0,0,0,0,1,1,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
4872,2,326,3769,2,5,19,3,d502,337f,7.00E+76,b440,9eb0,bfba,a779,0,1,1,0,0,0,1,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
19238,18,931,8916,2,30,101,5,d502,337f,7.00E+76,b440,9eb0,3356,a779,1,1,0,0,1,0,1,1,0,0,1,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
19733,4,364,3069,2,10,46,6,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
13931,8,81,1256,2,15,19,3,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,1,1,0,0,0,0,0,0,0,0,0,2
13749,1,33,51,1,0,32,3,d502,6c3e,67f9,467b,441a,3356,a779,0,0,0,0,0,1,0,0,1,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
14441,0,16,116,2,0,32,5,d502,467b,67f9,467b,67f9,bcab,a779,0,0,0,0,0,1,0,0,0,1,0,c8e1,0,0,0,0,0,0,0,0,0,0,0,0,1
18899,6,569,2335,2,5,35,6,d502,858b,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,1,1,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,1
13663,26,1055,9663,2,25,36,4,d502,337f,e0e2,b1b4,9eb0,3356,a779,1,1,1,0,0,0,1,1,0,0,1,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
1410,4,414,7441,2,25,42,3,808e,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
9968,7,178,1769,3,100,27,7,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
5710,3,315,2231,2,15,40,4,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
6698,5,78,251,2,20,37,3,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,1,1,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
5199,0,258,761,2,25,22,6,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
12905,8,233,813,3,80,44,6,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
10867,9,29,516,3,30,60,8,d502,337f,7.00E+76,b1b4,f962,3356,a779,1,0,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
9821,9,29,1063,2,10,32,4,d502,337f,7.00E+76,b1b4,f962,bfba,a779,1,0,0,0,0,0,0,0,0,0,0,c8e1,1,1,1,0,0,0,0,0,0,0,0,0,2
5776,6,1,137,2,10,42,5,d502,337f,e0e2,b1b4,9eb0,bfba,a779,0,0,0,0,0,0,0,0,1,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
19130,2,102,888,3,30,27,5,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
13222,13,385,1409,1,5,42,2,d502,6c3e,7.00E+76,b1b4,441a,3356,a779,0,0,0,0,0,1,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
6442,1,525,5033,2,15,39,3,d502,337f,7.00E+76,b1b4,9eb0,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,1
15132,1,0,6,1,0,32,2,d502,6c3e,e0e2,467b,441a,3356,a779,0,0,0,0,0,1,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
11065,4,170,1276,1,0,42,3,d502,337f,7.00E+76,b1b4,441a,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
7445,7,140,527,2,15,45,3,d502,337f,e0e2,b1b4,9eb0,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,1,1,0,0,0,0,0,0,0,0,0,3
4004,3,209,4430,2,30,31,4,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
3304,18,907,8108,2,35,32,5,808e,337f,7.00E+76,b1b4,9eb0,3356,a779,0,1,0,0,0,0,0,0,1,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
15544,5,413,2821,2,10,14,4,d502,337f,7.00E+76,b1b4,9eb0,3356,84cf,1,0,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
1515,0,214,1160,2,35,60,5,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
5420,1,0,24,3,15,75,10,d502,467b,67f9,467b,67f9,1787,a779,0,0,0,0,0,1,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
12675,4,227,354,2,20,41,4,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
15315,11,771,6610,2,30,42,5,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
3092,11,10,1048,4,80,32,7,d502,337f,7.00E+76,b1b4,f962,1787,8e3f,1,0,0,0,1,0,1,0,0,0,0,c8e1,2,0,0,0,0,0,0,0,0,0,0,0,3
18057,2,46,2177,2,20,18,5,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
15794,0,329,5353,2,70,33,5,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
17080,2,175,783,2,10,23,5,d502,337f,e0e2,b440,9eb0,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
5526,1,0,16,1,20,56,2,d502,337f,7.00E+76,b1b4,441a,3356,a779,0,0,0,0,0,1,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,1
12026,5,303,1821,2,0,37,6,808e,337f,7.00E+76,b1b4,9eb0,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
8179,5,87,607,3,20,23,5,808e,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,1,1,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
7000,4,132,1243,2,50,32,4,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
19754,7,114,826,2,10,37,4,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
17714,0,156,1983,2,15,40,5,2f15,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
16930,5,339,2477,3,10,46,6,808e,337f,7.00E+76,b1b4,9eb0,bfba,a779,0,1,1,0,0,0,0,0,0,0,1,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
11497,1,32,65,2,10,17,3,d502,858b,e0e2,b1b4,f962,3356,a779,0,0,0,0,0,0,1,0,0,0,0,c8e1,1,1,1,0,0,0,0,0,0,0,0,0,2
9838,3,72,240,2,100,21,6,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
11685,4,210,1980,3,50,26,5,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
13666,4,389,1051,2,30,27,5,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
6392,3,384,1233,2,5,70,4,d502,337f,e0e2,b440,f962,bfba,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
3668,19,177,1892,2,15,41,7,d502,337f,7.00E+76,b440,f962,3356,8e3f,0,1,0,0,0,0,0,0,1,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
5250,3,209,4430,2,50,31,4,d502,337f,7.00E+76,b1b4,f962,bfba,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
17603,17,854,7314,1,15,24,1,d502,337f,7.00E+76,b1b4,441a,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
6592,10,354,1562,2,15,33,4,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
4463,16,829,10245,2,35,80,3,808e,337f,e0e2,b1b4,9eb0,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,1
11489,5,412,4715,2,15,49,5,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
14815,8,618,3171,2,0,45,5,d502,337f,e0e2,b1b4,9eb0,3356,a779,0,1,0,0,0,0,1,1,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
19576,12,3,97,5,75,6,12,d502,6c3e,7.00E+76,b440,67f9,1787,a779,0,0,0,0,0,1,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
19259,27,343,2192,2,20,33,5,d502,337f,7.00E+76,b1b4,f962,bfba,a779,1,0,0,0,0,0,0,0,0,0,0,c8e1,0,0,0,0,0,0,0,0,0,0,0,0,2
10494,0,297,2371,3,0,31,6,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
7631,14,777,7329,2,5,74,4,d502,6c3e,7.00E+76,467b,67f9,3356,a779,0,0,0,1,0,0,0,0,0,0,0,c8e1,1,1,0,0,0,0,0,1,0,0,0,0,1
3431,11,96,325,3,40,69,7,d502,337f,e0e2,b440,f962,bfba,a779,1,0,0,0,0,0,1,0,0,0,0,c8e1,1,1,1,0,0,0,0,0,0,0,0,0,3
5751,4,334,3180,2,10,24,3,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
11212,6,1,69,2,10,28,5,d502,858b,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1,1,1,0,0,0,0,0,0,0,0,0,2
11714,5,6,19,2,5,32,5,d502,337f,7.00E+76,b1b4,9eb0,bcab,a779,1,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
3740,4,155,4348,2,60,26,5,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
11468,0,105,571,2,30,45,7,808e,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,ab03,1,0,0,0,0,0,0,0,0,0,0,0,2
3382,6,1,172,1,0,31,3,808e,858b,e0e2,b1b4,441a,3356,a779,0,0,0,0,0,0,1,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
13067,7,184,2598,2,30,21,4,d502,337f,7.00E+76,b1b4,f962,bfba,a779,0,1,0,0,0,0,0,0,0,0,0,ab03,1,0,0,0,0,0,0,0,0,0,0,0,2
3743,3,86,332,3,10,24,6,d502,337f,7.00E+76,b1b4,9eb0,bfba,a779,1,0,0,0,0,0,1,1,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
2959,2,204,720,2,20,19,4,d502,337f,7.00E+76,b1b4,f962,bfba,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,0,0,0,0,0,0,0,0,0,0,0,0,2
16168,6,160,150,2,10,46,4,d502,858b,e0e2,b1b4,f962,3356,a779,0,0,0,0,1,0,1,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
5989,6,141,1855,2,15,43,6,d502,858b,7.00E+76,b1b4,f962,3356,a779,0,0,0,0,0,0,1,1,0,0,0,c8e1,0,0,0,0,0,0,0,0,0,0,0,0,2
17567,28,921,11659,2,20,67,4,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
16513,8,301,2430,2,0,18,3,d502,337f,7.00E+76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,2
2176,6,106,4952,2,0,39,7,d502,858b,7.00E+76,467b,9eb0,3356,a779,0,0,0,0,0,1,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,1
10775,8,237,2774,2,25,16,3,2f15,858b,7.00E+76,b1b4,f962,3356,a779,0,0,0,0,0,0,1,1,0,0,0,cae1,0,0,0,0,0,0,0,0,0,0,0,0,1
17780,0,111,691,2,30,18,5,d502,337f,e0e2,b1b4,9eb0,bfba,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1,0,0,0,0,0,0,0,0,0,0,0,3
